genres,title,authors,rating,reviews,description,pages
"['Nonfiction', 'Self Help']",The 5 Love Languages: The Secret to Love that Lasts,['Gary Chapman'],4.24,342813,"Simple ideas, lasting love


Falling in love is easy. Staying in love—that’s the challenge! How can you keep your relationship fresh and growing amid the demands, conflicts, and just plain boredom of everyday life?
In the #1 New York Times bestseller The 5 Love Languages, you’ll discover the secret that has transformed millions of relationships worldwide.",232
"['Young Adult', 'Romance']",This Lullaby,['Sarah Dessen'],4.01,178519,"There is an alternate cover edition for this ISBN13 here.The science of breaking up...Remy always knows when to give a guy ""the speech"" - right after the initial romantic rush, but before anything gets too serious. She's had her fair share of boyfriends, and she's learned all there is to learn from her mother, who's currently working on husband number five. So why is it th",345
"['Romance', 'Fiction']",The Wedding,['Nicholas Sparks'],3.97,148682,"After thirty years of marriage, Wilson Lewis, son-in-law of Allie and Noah Calhoun (of The Notebook), is forced to admit that the romance has gone out of his marriage. Desperate to win back his wife, Jane's, heart, he must figure out how to make her fall in love with him... again. Despite the shining example of Allie and Noah's marriage, Wilson is himself a man unable to e",276
"['Fiction', 'Classics']",The Fountainhead,"['Ayn Rand', 'Leonard Peikoff', '(Afterword)']",3.87,307867,"The revolutionary literary vision that sowed the seeds of Objectivism, Ayn Rand's groundbreaking philosophy, and brought her immediate worldwide acclaim.This modern classic is the story of intransigent young architect Howard Roark, whose integrity was as unyielding as granite...of Dominique Francon, the exquisitely beautiful woman who loved Roark passionately, but married",704
"['Fiction', 'Contemporary']",The Brief Wondrous Life of Oscar Wao,['Junot Díaz'],3.89,244908,"Things have never been easy for Oscar, a sweet but disastrously overweight, lovesick Dominican ghetto nerd. From his home in New Jersey, where he lives with his old-world mother and rebellious sister, Oscar dreams of becoming the Dominican J. R. R. Tolkien and, most of all, of finding love. But he may never get what he wants, thanks to the Fukœ—the curse that has haunted t",335
"['Fiction', 'Science Fiction']",On the Beach,['Nevil Shute'],3.95,38554,"After a nuclear World War III has destroyed most of the globe, the few remaining survivors in southern Australia await the radioactive cloud that is heading their way and bringing certain death to everyone in its path. Among them is an American submarine captain struggling to resist the knowledge that his wife and children in the United States must be dead. Then a faint Mo",296
"['Science Fiction', 'Fiction']",The Man in the High Castle,['Philip K. Dick'],3.62,196378,"It's America in 1962. Slavery is legal once again. The few Jews who still survive hide under assumed names. In San Francisco, the I Ching is as common as the Yellow Pages. All because some twenty years earlier the United States lost a war — and is now occupied by Nazi Germany and Japan.This harrowing, Hugo Award-winning novel is the work that established Philip K. Dick as",259
"['Fiction', 'American']",Beach Music,['Pat Conroy'],4.16,45326,"An American expatriate in Rome unearths his family legacy in this sweeping novel by the acclaimed author of The Prince of Tides and The Great Santini A Southerner living abroad, Jack McCall is scarred by tragedy and betrayal. His desperate desire to find peace after his wife’s suicide draws him into a painful, intimate search for the one haunting secret in his family’s pas",800
"['Fantasy', 'Urban Fantasy']",Faefever,['Karen Marie Moning'],4.29,98002,"The New York Times bestselling author of Darkfever and Bloodfever returns to Dublin’s Fae-infested shores in a bold, sensual new novel. Hurtling us into a realm of seduction and shadows, Karen Marie Moning tells the enthralling tale of a woman who explores the limits of her mysterious powers as she enters a world of ancient sorcery—and confronts an enemy more insidious tha",327
"['Fiction', 'Classics']",Light in August,['William Faulkner'],3.92,59916,"Light in August, a novel that contrasts stark tragedy with hopeful perseverance in the face of mortality, which features some of Faulkner’s most memorable characters: guileless, dauntless Lena Grove, in search of the father of her unborn child; Reverend Gail Hightower, a lonely outcast haunted by visions of Confederate glory; and Joe Christmas, a desperate, enigmatic drift",507
"['Young Adult', 'Fantasy']",Passion,['Lauren Kate'],3.86,164151,"Luce would die for Daniel.And she has. Over and over again. Throughout time, Luce and Daniel have found each other, only to be painfully torn apart: Luce dead, Daniel left broken and alone. But perhaps it doesn’t need to be that way… .Luce is certain that something—or someone—in a past life can help her in her present one. So she begins the most important journey of this l",420
"['Fantasy', 'Paranormal']",Dead and Gone,['Charlaine Harris'],4.00,185082,"The vamps have been out for years, and now the weres and shifters have decided to follow the lead of the undead and reveal their existence to the ordinary world. Sookie Stackhouse already knows about them, of course - her brother turns into a panther at the full moon, she's friend to the local were pack, and Sam, her boss at Merlotte's bar, is a shapeshifter.The great reve",320
"['Fantasy', 'Paranormal']",From Dead to Worse,['Charlaine Harris'],4.00,185311,"After the natural disaster of Hurricane Katrina and the manmade explosion at the vampire summit, everyone human and otherwise is stressed, including Louisiana cocktail waitress Sookie Stackhouse, who is trying to cope with the fact that her boyfriend Quinn has gone missing. It's clear that things are changing whether the weres and vamps of her corner of Louisiana like it o",368
"['Fantasy', 'Paranormal']",All Together Dead,['Charlaine Harris'],4.04,197440,"Louisiana cocktail waitress Sookie Stackhouse has her hands full dealing with every sort of undead and paranormal creature imaginable. And after being betrayed by her longtime vampire love, Sookie must not only deal with a new man in her life—the shapeshifter Quinn—but also contend with the long-planned vampire summit.  The summit is a tense situation. The vampire queen of",336
"['Fiction', 'Cultural']",Disgrace,['J.M. Coetzee'],3.84,95518,"Set in post-apartheid South Africa, J. M. Coetzee’s searing novel tells the story of David Lurie, a twice divorced, 52-year-old professor of communications and Romantic Poetry at Cape Technical University. Lurie believes he has created a comfortable, if somewhat passionless, life for himself. He lives within his financial and emotional means. Though his position at the uni",220
"['Young Adult', 'Fantasy']",Onyx,['Jennifer L. Armentrout'],4.24,167437,"BEING CONNECTED TO DAEMON BLACK SUCKS… Thanks to his alien mojo, Daemon’s determined to prove what he feels for me is more than a product of our bizarro connection. So I’ve sworn him off, even though he’s running more hot than cold these days. But we’ve got bigger problems.SOMETHING WORSE THAN ARUM HAS COME TO TOWN The Department of Defense is here. If they ever find out w",421
"['Fantasy', 'Animals']",Into the Wild,['Erin Hunter'],4.30,83224,"For generations, four Clans of wild cats have shared the forest according to the laws laid down by their warrior ancestors. But the ThunderClan cats are in grave danger, and the sinister ShadowClan grows stronger every day. Noble warriors are dying-- and some deaths are more mysterious than others. In the midst of this turmoil appears an ordinary house cat named Rusty . .",288
"['Historical', 'Historical Fiction']","Roll of Thunder, Hear My Cry",['Mildred D. Taylor'],3.86,118928,"Why is the land so important to Cassie's family? It takes the events of one turbulent year—the year of the night riders and the burnings, the year a white girl humiliates Cassie in public simply because she's black—to show Cassie that having a place of their own is the Logan family's lifeblood. It is the land that gives the Logans their courage and pride—no matter how othe",288
"['Philosophy', 'Classics']",Thus Spoke Zarathustra,"['Friedrich Nietzsche', 'Walter Kaufmann', '(Translator)']",4.05,124583,"Nietzsche was one of the most revolutionary and subversive thinkers in Western philosophy, and Thus Spoke Zarathustra remains his most famous and influential work. It describes how the ancient Persian prophet Zarathustra descends from his solitude in the mountains to tell the world that God is dead and that the Superman, the human embodiment of divinity, is his successor.",327
